,CarName,Owner,YearofPurchase,Transmission,Model,Distance,Fuel,Price,website,Product_url
1052, Renault Kwid,1st Owner,2017,,RXL1.0 EASY-R AT,"32,258 km",Diesel,"₹3,01,599",cars24.com,https://www.cars24.com/buy-used-Renault-Kwid-2017-cars-New-Delhi-1001774129/
1053, Hyundai Santro Xing,2nd Owner,2010,Manual,GL PLUS Manual,"51,217 km",Petrol,"₹1,30,893",cars24.com,https://www.cars24.com/buy-used-Hyundai-Santro-Xing-2010-cars-New-Delhi-1000007300/
1054, Hyundai Grand i10,1st Owner,2018,Manual,MAGNA 1.2 VTVT Manual,"24,804 km",Petrol,"₹4,43,399",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2018-cars-Noida-1000772245/
1055, Maruti Alto 800,1st Owner,2013,Manual,LXI Manual,"52,685 km",Diesel,"₹2,13,399",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-800-2013-cars-New-Delhi-1004320428/
1056, Hyundai Eon,2nd Owner,2014,Manual,ERA PLUS Manual,"40,438 km",Petrol,"₹2,26,899",cars24.com,https://www.cars24.com/buy-used-Hyundai-Eon-2014-cars-Noida-1052229446/
1057, Tata NEXON,1st Owner,2017,Manual,XM 1.5 Manual,"42,172 km",Petrol,"₹5,57,599",cars24.com,https://www.cars24.com/buy-used-Tata-NEXON-2017-cars-New-Delhi-1009833443/
1058, Honda City,1st Owner,2012,Manual,1.5 E MT PETROL Manual,"62,729 km",Petrol,"₹3,92,899",cars24.com,https://www.cars24.com/buy-used-Honda-City-2012-cars-Noida-1014451109/
1059, Maruti Alto 800,1st Owner,2018,Manual,LXI Manual,"11,373 km",Diesel,"₹2,90,000",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-800-2018-cars-New-Delhi-1008427903/
1060, Maruti Baleno,2nd Owner,2017,Manual,DELTA 1.2 K12 Manual,"12,117 km",Petrol,"₹5,26,499",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2017-cars-New-Delhi-1005093841/
1061, Hyundai Grand i10,1st Owner,2019,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"12,301 km",Petrol,"₹5,59,099",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2019-cars-Gurgaon-1010689907/
1062, Honda City,1st Owner,2010,Manual,S MT PETROL Manual,"47,405 km",Petrol,"₹3,60,799",cars24.com,https://www.cars24.com/buy-used-Honda-City-2010-cars-New-Delhi-1054084420/
1063, Hyundai Grand i10,1st Owner,2018,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"22,514 km",Petrol,"₹4,80,099",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2018-cars-Noida-1001173745/
1064, Renault Kwid,1st Owner,2019,Manual,1.0 RXT Opt Manual,"16,685 km",Petrol,"₹3,75,899",cars24.com,https://www.cars24.com/buy-used-Renault-Kwid-2019-cars-Noida-1120660323/
1065, Hyundai Elite i20,1st Owner,2018,Manual,SPORTZ 1.2 Manual,"15,847 km",Petrol,"₹6,50,000",cars24.com,https://www.cars24.com/buy-used-Hyundai-Elite-i20-2018-cars-New-Delhi-1006899104/
1066, Hyundai Elite i20,2nd Owner,2015,Manual,SPORTZ (O) 1.4 Manual,"58,080 km",Petrol,"₹4,68,599",cars24.com,https://www.cars24.com/buy-used-Hyundai-Elite-i20-2015-cars-New-Delhi-1001092631/
1067, Renault Kwid,2nd Owner,2016,Manual,RXT Opt Manual,"27,720 km",Petrol,"₹2,56,000",cars24.com,https://www.cars24.com/buy-used-Renault-Kwid-2016-cars-New-Delhi-1001083705/
1068, Mahindra XUV 3OO,1st Owner,2020,Manual,W4 PETROL Manual,"6,037 km",Petrol,"₹7,52,399",cars24.com,https://www.cars24.com/buy-used-Mahindra-XUV-3OO-2020-cars-New-Delhi-1006978846/
1069, Maruti Swift,1st Owner,2015,Manual,VDI ABS Manual,"44,379 km",Petrol,"₹4,28,399",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2015-cars-New-Delhi-1009658243/
1070, Maruti Swift Dzire,1st Owner,2012,Manual,ZDI Manual,"52,072 km",Diesel,"₹3,62,999",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-Dzire-2012-cars-Noida-1000283421/
1071, Toyota Etios,1st Owner,2012,Manual,GD Manual,"65,756 km",Petrol,"₹2,96,199",cars24.com,https://www.cars24.com/buy-used-Toyota-Etios-2012-cars-Noida-1129477343/
1072, Hyundai Elite i20,1st Owner,2017,Manual,Magna Executive 1.2 Manual,"31,907 km",Petrol,"₹5,52,299",cars24.com,https://www.cars24.com/buy-used-Hyundai-Elite-i20-2017-cars-New-Delhi-1001896649/
1073, Maruti New Wagon-R,1st Owner,2020,Manual,1.0 LXI (O) Manual,"7,242 km",Petrol,"₹5,12,899",cars24.com,https://www.cars24.com/buy-used-Maruti-New--Wagon-R-2020-cars-New-Delhi-1001646140/
1074, HYUNDAI NEW I20,1st Owner,2020,,SPORTZ 1.2 MT,"7,126 km",Petrol,"₹6,96,000",cars24.com,https://www.cars24.com/buy-used-HYUNDAI-NEW-I20-2020-cars-New-Delhi-1007853401/
1075, Renault Kwid,2nd Owner,2018,Manual,RXT Opt Manual,"32,716 km",Petrol,"₹2,84,399",cars24.com,https://www.cars24.com/buy-used-Renault-Kwid-2018-cars-Noida-1015099644/
1076, Maruti Swift Dzire,1st Owner,2012,Manual,VDI BS IV Manual,"61,164 km",Petrol,"₹3,01,699",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-Dzire-2012-cars-New-Delhi-1008329348/
1077, Maruti Baleno,1st Owner,2018,Manual,DELTA 1.2 K12 Manual,"16,840 km",Petrol,"₹5,89,099",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2018-cars-Gurgaon-1003457406/
1078, Maruti Swift Dzire,1st Owner,2012,Manual,VDI BS IV Manual,"65,946 km",Petrol,"₹3,21,999",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-Dzire-2012-cars-New-Delhi-1008159845/
1079, Maruti Baleno,2nd Owner,2018,Manual,ZETA 1.2 K12 Manual,"9,483 km",Petrol,"₹6,42,899",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2018-cars-New-Delhi-1017899501/
1080, Maruti Alto 800,1st Owner,2017,Manual,LXI Manual,"42,358 km",Petrol,"₹2,69,399",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-800-2017-cars-Noida-1005948609/
1081, Maruti Alto,1st Owner,2010,Manual,LXI Manual,"41,508 km",Petrol,"₹1,92,599",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-2010-cars-New-Delhi-1002087345/
1082, Ford Ecosport,2nd Owner,2014,Manual,1.5TITANIUM TDCI Manual,"49,800 km",Petrol,"₹4,63,999",cars24.com,https://www.cars24.com/buy-used-Ford-Ecosport-2014-cars-Noida-1054357144/
1083, Hyundai Elite i20,2nd Owner,2016,Manual,ASTA 1.2 (O) Manual,"35,812 km",Petrol,"₹5,61,499",cars24.com,https://www.cars24.com/buy-used-Hyundai-Elite-i20-2016-cars-Gurgaon-1015997203/
1084, Maruti Swift,1st Owner,2018,Manual,LXI Manual,"20,380 km",Diesel,"₹5,04,199",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2018-cars-New-Delhi-1003981809/
1085, Maruti Ritz,2nd Owner,2010,Manual,LXI Manual,"59,370 km",Petrol,"₹1,83,299",cars24.com,https://www.cars24.com/buy-used-Maruti-Ritz-2010-cars-New-Delhi-1001470725/
1086, Maruti Alto K10,1st Owner,2011,Manual,LXI Manual,"80,346 km",Diesel,"₹1,77,299",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2011-cars-New-Delhi-1005699043/
1087, Renault Kwid,1st Owner,2016,Manual,RXT Manual,"42,466 km",Petrol,"₹2,60,999",cars24.com,https://www.cars24.com/buy-used-Renault-Kwid-2016-cars-New-Delhi-1106363743/
1088, Maruti IGNIS,1st Owner,2020,Manual,SIGMA 1.2 K12 Manual,"2,206 km",Petrol,"₹4,86,599",cars24.com,https://www.cars24.com/buy-used-Maruti-IGNIS-2020-cars-Faridabad-1104943044/
1089, Honda City,1st Owner,2020,Automatic,ZX CVT Automatic,"9,366 km",Petrol,"₹13,28,799",cars24.com,https://www.cars24.com/buy-used-Honda-City-2020-cars-New-Delhi-1052093048/
1090, Maruti Zen Estilo,2nd Owner,2010,Manual,LXI Manual,"66,275 km",Petrol,"₹1,60,599",cars24.com,https://www.cars24.com/buy-used-Maruti-Zen-Estilo-2010-cars-New-Delhi-1055919647/
1091, Maruti Alto K10,1st Owner,2014,Manual,VXI Manual,"51,228 km",Diesel,"₹2,44,299",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2014-cars-New-Delhi-1006997547/
1092, Maruti S Cross,2nd Owner,2015,Manual,SIGMA 1.3 Manual,"37,640 km",Petrol,"₹5,12,499",cars24.com,https://www.cars24.com/buy-used-Maruti-S-Cross-2015-cars-Noida-1124377308/
1093, Hyundai Eon,2nd Owner,2015,Manual,ERA PLUS Manual,"45,715 km",Petrol,"₹2,18,399",cars24.com,https://www.cars24.com/buy-used-Hyundai-Eon-2015-cars-Noida-1008030921/
1094, Honda Brio,1st Owner,2013,Automatic,1.2 VX AT I VTEC Automatic,"27,915 km",Petrol,"₹4,28,299",cars24.com,https://www.cars24.com/buy-used-Honda-Brio-2013-cars-Noida-1006051701/
1095, Maruti Alto K10,1st Owner,2018,Manual,LXI Manual,"9,253 km",Petrol,"₹3,22,199",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2018-cars-Faridabad-1007539540/
1096, Hyundai i10,1st Owner,2011,Manual,MAGNA 1.2 KAPPA2 Manual,"26,887 km",Petrol,"₹2,29,000",cars24.com,https://www.cars24.com/buy-used-Hyundai-i10-2011-cars-New-Delhi-1009808904/
1097, Maruti Alto K10,1st Owner,2017,Manual,VXI (O) AMT Manual,"31,679 km",Petrol,"₹4,03,899",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2017-cars-New-Delhi-1012433947/
1098, Honda Brio,1st Owner,2013,Manual,1.2 EX MT I VTEC Manual,"54,148 km",Petrol,"₹2,90,000",cars24.com,https://www.cars24.com/buy-used-Honda-Brio-2013-cars-New-Delhi-1001463507/
1099, Hyundai Verna,1st Owner,2016,Automatic,FLUIDIC 1.6 VTVT SX AT Automatic,"26,264 km",Petrol,"₹6,68,399",cars24.com,https://www.cars24.com/buy-used-Hyundai-Verna-2016-cars-Noida-1008391343/
1100, Maruti Baleno,2nd Owner,2017,Manual,DELTA 1.2 K12 Manual,"26,788 km",Petrol,"₹5,32,999",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2017-cars-New-Delhi-1017141609/
1101, Toyota Etios,1st Owner,2011,Manual,VX Manual,"64,620 km",Petrol,"₹3,62,699",cars24.com,https://www.cars24.com/buy-used-Toyota-Etios-2011-cars-New-Delhi-1012106027/
1102, Hyundai i10,2nd Owner,2013,Automatic,SPORTZ 1.2 AT KAPPA2 Automatic,"33,958 km",Diesel,"₹3,21,599",cars24.com,https://www.cars24.com/buy-used-Hyundai-i10-2013-cars-Faridabad-1001398045/
1103, Maruti Baleno,1st Owner,2019,Manual,DELTA 1.2 K12 Manual,"9,870 km",Petrol,"₹6,09,299",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2019-cars-New-Delhi-1000863344/
1104, Maruti Swift,1st Owner,2015,Manual,VDI ABS Manual,"37,481 km",Petrol,"₹4,10,999",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2015-cars-New-Delhi-1159384232/
1105, Maruti Alto K10,1st Owner,2017,Manual,VXI Manual,"34,273 km",Petrol,"₹3,07,299",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2017-cars-New-Delhi-1006303240/
1106, Maruti Celerio,1st Owner,2019,Manual,VXI Manual,"11,873 km",Petrol,"₹3,95,499",cars24.com,https://www.cars24.com/buy-used-Maruti-Celerio-2019-cars-Noida-1120543122/
1107, Hyundai i10,1st Owner,2011,Manual,MAGNA 1.1 IRDE2 Manual,"66,492 km",Petrol,"₹2,14,699",cars24.com,https://www.cars24.com/buy-used-Hyundai-i10-2011-cars-New-Delhi-1122160822/
1108, Tata Nano,2nd Owner,2015,Automatic,TWIST XTA Automatic,"37,315 km",Diesel,"₹1,00,000",cars24.com,https://www.cars24.com/buy-used-Tata-Nano-2015-cars-New-Delhi-1003094249/
1109, Maruti Swift,1st Owner,2015,Manual,VDI ABS Manual,"46,856 km",Petrol,"₹4,11,299",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2015-cars-New-Delhi-1000625728/
1110, Hyundai Eon,1st Owner,2013,Manual,D LITE PLUS Manual,"57,841 km",Petrol,"₹2,33,699",cars24.com,https://www.cars24.com/buy-used-Hyundai-Eon-2013-cars-New-Delhi-1108007348/
1111, Maruti Swift,1st Owner,2013,Manual,VDI Manual,"60,133 km",Petrol,"₹3,58,799",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2013-cars-New-Delhi-1010327443/
1112, Hyundai Grand i10,2nd Owner,2017,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"35,013 km",Petrol,"₹4,55,199",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2017-cars-New-Delhi-1108296426/
1113, Maruti Wagon R 1.0,1st Owner,2013,Manual,LXI Manual,"20,026 km",Petrol,"₹3,22,399",cars24.com,https://www.cars24.com/buy-used-Maruti-Wagon-R-1.0-2013-cars-New-Delhi-1003053546/
1114, Honda Amaze,1st Owner,2017,Manual,1.2 S (O) MT I VTEC Manual,"42,899 km",Petrol,"₹4,86,699",cars24.com,https://www.cars24.com/buy-used-Honda-Amaze-2017-cars-New-Delhi-1108306348/
1115, Hyundai Grand i10,1st Owner,2016,Manual,MAGNA 1.2 KAPPA VTVT Manual,"41,048 km",Petrol + CNG,"₹3,84,899",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2016-cars-New-Delhi-1001668543/
1116, Hyundai i10,2nd Owner,2009,Automatic,SPORTZ 1.2 AT Automatic,"36,229 km",Diesel,"₹2,29,899",cars24.com,https://www.cars24.com/buy-used-Hyundai-i10-2009-cars-New-Delhi-1018723842/
1117, Honda Amaze,1st Owner,2017,Manual,1.2 SMT I VTEC Manual,"37,701 km",Diesel,"₹4,47,999",cars24.com,https://www.cars24.com/buy-used-Honda-Amaze-2017-cars-New-Delhi-1121147246/
1118, Maruti Wagon R 1.0,1st Owner,2010,Manual,VXI Manual,"23,009 km",Petrol,"₹2,03,000",cars24.com,https://www.cars24.com/buy-used-Maruti-Wagon-R-1.0-2010-cars-New-Delhi-1000258500/
1119, Maruti Swift Dzire,1st Owner,2014,Manual,VDI BS IV Manual,"49,118 km",Diesel,"₹3,83,399",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-Dzire-2014-cars-New-Delhi-1006719048/
1120, Hyundai i10,2nd Owner,2011,Manual,MAGNA 1.1 IRDE2 Manual,"66,838 km",Petrol,"₹2,26,599",cars24.com,https://www.cars24.com/buy-used-Hyundai-i10-2011-cars-New-Delhi-1127674928/
1121, Renault Kwid,1st Owner,2018,Manual,1.0 RXL Manual,"23,676 km",Diesel,"₹2,52,000",cars24.com,https://www.cars24.com/buy-used-Renault-Kwid-2018-cars-New-Delhi-1000113904/
1122, Hyundai Eon,2nd Owner,2013,Manual,ERA PLUS Manual,"20,439 km",Diesel,"₹2,45,000",cars24.com,https://www.cars24.com/buy-used-Hyundai-Eon-2013-cars-New-Delhi-1004452344/
1123, Renault Kwid,2nd Owner,2019,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"18,263 km",Petrol,"₹3,67,599",cars24.com,https://www.cars24.com/buy-used-Renault-Kwid-2019-cars-New-Delhi-1019570448/
1124, Ford Figo,1st Owner,2011,Manual,1.2 TITANIUM DURATEC Manual,"51,161 km",Petrol,"₹1,88,400",cars24.com,https://www.cars24.com/buy-used-Ford-Figo-2011-cars-New-Delhi-1005712241/
1125, Maruti Dzire,1st Owner,2017,Manual,VXI Manual,"22,913 km",Petrol,"₹5,90,799",cars24.com,https://www.cars24.com/buy-used-Maruti-Dzire-2017-cars-Faridabad-1001646949/
1126, Maruti Wagon R 1.0,1st Owner,2015,Manual,VXI Manual,"48,295 km",Petrol,"₹3,50,999",cars24.com,https://www.cars24.com/buy-used-Maruti-Wagon-R-1.0-2015-cars-New-Delhi-1000220143/
1127, Honda Brio,1st Owner,2012,Manual,1.2 V MT I VTEC Manual,"58,581 km",Petrol,"₹2,29,999",cars24.com,https://www.cars24.com/buy-used-Honda-Brio-2012-cars-New-Delhi-1122988825/
1128, Maruti A Star,1st Owner,2009,Manual,VXI Manual,"62,155 km",Petrol,"₹1,65,699",cars24.com,https://www.cars24.com/buy-used-Maruti-A-Star-2009-cars-New-Delhi-1012449845/
1129, Maruti Zen Estilo,1st Owner,2009,Manual,VXI Manual,"44,191 km",Petrol,"₹1,79,599",cars24.com,https://www.cars24.com/buy-used-Maruti-Zen-Estilo-2009-cars-New-Delhi-1002666227/
1130, Tata Tiago,1st Owner,2018,Manual,XT 1.2 REVOTRON Manual,"34,854 km",Petrol,"₹3,88,199",cars24.com,https://www.cars24.com/buy-used-Tata-Tiago-2018-cars-Gurgaon-1055539408/
1131, Ford Ecosport,1st Owner,2013,Manual,1.5TITANIUM TDCI Manual,"59,984 km",Petrol,"₹4,15,000",cars24.com,https://www.cars24.com/buy-used-Ford-Ecosport-2013-cars-New-Delhi-1009013345/
1132, Honda Amaze,3rd Owner,2013,Manual,1.2 EMT I VTEC Manual,"53,024 km",Diesel,"₹3,26,799",cars24.com,https://www.cars24.com/buy-used-Honda-Amaze-2013-cars-New-Delhi-1005220521/
1133, Ford Figo,1st Owner,2012,Manual,1.4 EXI DURATORQ Manual,"64,794 km",Petrol,"₹1,76,699",cars24.com,https://www.cars24.com/buy-used-Ford-Figo-2012-cars-Faridabad-1008826226/
1134, Honda City,2nd Owner,2011,Manual,V MT PETROL Manual,"61,366 km",Petrol,"₹3,31,000",cars24.com,https://www.cars24.com/buy-used-Honda-City-2011-cars-New-Delhi-1005623301/
1135, Hyundai Eon,1st Owner,2013,Manual,MAGNA PLUS Manual,"56,037 km",Petrol,"₹2,34,299",cars24.com,https://www.cars24.com/buy-used-Hyundai-Eon-2013-cars-New-Delhi-1012433148/
1136, Hyundai i10,3rd Owner,2010,Manual,MAGNA 1.2 KAPPA2 Manual,"67,529 km",Diesel,"₹1,63,000",cars24.com,https://www.cars24.com/buy-used-Hyundai-i10-2010-cars-New-Delhi-1000321107/
1137, Hyundai i10,1st Owner,2011,Manual,MAGNA 1.2 KAPPA2 Manual,"53,323 km",Petrol,"₹2,27,899",cars24.com,https://www.cars24.com/buy-used-Hyundai-i10-2011-cars-Noida-1004006126/
1138, Maruti Alto 800,1st Owner,2014,Manual,LXI Manual,"54,362 km",Petrol,"₹2,20,799",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-800-2014-cars-Noida-1016397649/
1139, Hyundai Grand i10,1st Owner,2015,Manual,MAGNA 1.2 KAPPA VTVT Manual,"35,650 km",Petrol,"₹3,40,000",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2015-cars-New-Delhi-1008205504/
1140, Maruti Wagon R 1.0,1st Owner,2016,Manual,VXI Manual,"38,766 km",Petrol,"₹3,24,000",cars24.com,https://www.cars24.com/buy-used-Maruti-Wagon-R-1.0-2016-cars-New-Delhi-1004705306/
1141, Maruti Swift,1st Owner,2019,Manual,VXI Manual,"14,959 km",Petrol,"₹6,24,499",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2019-cars-Noida-1006825005/
1142, Maruti Baleno,1st Owner,2018,Manual,DELTA 1.2 K12 Manual,"25,937 km",Diesel,"₹5,89,499",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2018-cars-Noida-1002401505/
1143, Maruti Alto K10,1st Owner,2016,Manual,LXI CNG Manual,"32,794 km",Petrol,"₹3,01,000",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2016-cars-New-Delhi-1008943604/
1144, Maruti Dzire,1st Owner,2018,Manual,VDI Manual,"29,959 km",Petrol,"₹5,82,999",cars24.com,https://www.cars24.com/buy-used-Maruti-Dzire-2018-cars-New-Delhi-1059717842/
1145, Maruti Swift,1st Owner,2013,Manual,VDI Manual,"58,850 km",Petrol,"₹3,29,399",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2013-cars-New-Delhi-1009140827/
1146, Maruti Ciaz,1st Owner,2014,Manual,VDI Manual,"65,421 km",Petrol,"₹5,01,899",cars24.com,https://www.cars24.com/buy-used-Maruti-Ciaz-2014-cars-Gurgaon-1102427904/
1147, Maruti Ritz,1st Owner,2014,Manual,VDI Manual,"48,873 km",Diesel,"₹3,55,599",cars24.com,https://www.cars24.com/buy-used-Maruti-Ritz-2014-cars-New-Delhi-1001039607/
1148, Maruti Wagon R 1.0,1st Owner,2018,Manual,LXI Manual,"27,853 km",Petrol,"₹3,88,399",cars24.com,https://www.cars24.com/buy-used-Maruti-Wagon-R-1.0-2018-cars-Noida-1009317003/
1149, Maruti Alto 800,1st Owner,2018,Manual,LXI Manual,"13,079 km",Petrol,"₹3,41,000",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-800-2018-cars-New-Delhi-1006568607/
1150, Honda Amaze,1st Owner,2013,Manual,1.5 SMT I DTEC Manual,"56,121 km",Petrol,"₹2,53,699",cars24.com,https://www.cars24.com/buy-used-Honda-Amaze-2013-cars-New-Delhi-1012979948/
1151, Maruti Alto,2nd Owner,2007,Manual,LXI Manual,"57,718 km",Petrol,"₹1,03,199",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-2007-cars-New-Delhi-1013850824/
1152, Toyota Etios Liva,1st Owner,2012,Manual,GD Manual,"61,443 km",Diesel,"₹3,03,199",cars24.com,https://www.cars24.com/buy-used-Toyota-Etios-Liva-2012-cars-New-Delhi-1005516132/
1153, Maruti Baleno,1st Owner,2016,Manual,DELTA DDIS 190 Manual,"33,001 km",Petrol,"₹5,12,199",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2016-cars-New-Delhi-1001890331/
1154, Hyundai i20,1st Owner,2013,Manual,SPORTZ 1.4 CRDI Manual,"43,290 km",Petrol,"₹3,45,000",cars24.com,https://www.cars24.com/buy-used-Hyundai-i20-2013-cars-New-Delhi-1000703004/
1155, Hyundai Grand i10,1st Owner,2017,Manual,SPORTZ O 1.2 Manual,"30,373 km",Petrol,"₹4,22,999",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2017-cars-Noida-1001760427/
1156, Maruti Swift,2nd Owner,2010,Manual,LXI Manual,"66,171 km",Petrol,"₹1,75,000",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2010-cars-New-Delhi-1000933708/
1157, Renault Kwid,1st Owner,2017,Manual,RXL Manual,"37,380 km",Petrol,"₹2,25,000",cars24.com,https://www.cars24.com/buy-used-Renault-Kwid-2017-cars-New-Delhi-1007835503/
1158, Maruti Alto K10,1st Owner,2017,Manual,VXI (O) AMT Manual,"35,132 km",Petrol,"₹3,40,799",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2017-cars-New-Delhi-1006783745/
1159, Maruti Alto,1st Owner,2009,Manual,LXI Manual,"38,347 km",Petrol,"₹1,46,799",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-2009-cars-New-Delhi-1009598928/
1160, Maruti Alto,1st Owner,2009,Manual,LXI Manual,"35,919 km",Petrol,"₹1,57,199",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-2009-cars-New-Delhi-1056034720/
1161, Maruti Swift Dzire,1st Owner,2015,Manual,VXI 1.2 BS IV Manual,"53,303 km",Diesel,"₹4,08,000",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-Dzire-2015-cars-New-Delhi-1000401605/
1162, Maruti Baleno,1st Owner,2018,Manual,DELTA 1.2 K12 Manual,"23,365 km",Petrol,"₹5,43,099",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2018-cars-New-Delhi-1052704949/
1163, Maruti Alto 800,1st Owner,2014,Manual,VXI Manual,"5,383 km",Diesel,"₹2,85,699",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-800-2014-cars-Noida-1005820423/
1164, Maruti Zen Estilo,1st Owner,2009,Manual,VXI Manual,"37,434 km",Petrol,"₹1,96,699",cars24.com,https://www.cars24.com/buy-used-Maruti-Zen-Estilo-2009-cars-New-Delhi-1010676821/
1165, Maruti Swift,1st Owner,2020,Manual,VXI Manual,"22,197 km",Petrol,"₹5,66,000",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2020-cars-New-Delhi-1007095700/
1166, Maruti Swift,1st Owner,2013,Manual,VDI Manual,"45,478 km",Petrol,"₹3,36,299",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2013-cars-Noida-1002093727/
1167, Hyundai Grand i10,1st Owner,2017,Manual,MAGNA 1.2 KAPPA VTVT Manual,"37,323 km",Diesel,"₹4,51,799",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2017-cars-New-Delhi-1128020443/
1168, Hyundai Elite i20,1st Owner,2016,Manual,MAGNA 1.2 Manual,"37,628 km",Petrol,"₹5,08,999",cars24.com,https://www.cars24.com/buy-used-Hyundai-Elite-i20-2016-cars-New-Delhi-1057091245/
1169, Maruti Alto K10,1st Owner,2017,Manual,VXI Manual,"37,491 km",Diesel,"₹3,29,899",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2017-cars-New-Delhi-1004079800/
1170, Maruti Baleno,1st Owner,2017,Automatic,DELTA 1.2 K12 AMT Automatic,"23,347 km",Diesel,"₹6,46,099",cars24.com,https://www.cars24.com/buy-used-Maruti-Baleno-2017-cars-Gurgaon-1018466540/
1171, Maruti Swift,1st Owner,2015,Manual,VXI Manual,"48,615 km",Diesel,"₹4,03,399",cars24.com,https://www.cars24.com/buy-used-Maruti-Swift-2015-cars-New-Delhi-1128961923/
1172, Renault Duster,1st Owner,2015,Manual,85 PS RXL OPT Manual,"52,580 km",Diesel,"₹4,72,099",cars24.com,https://www.cars24.com/buy-used-Renault-Duster-2015-cars-New-Delhi-1007848620/
1173, KIA SONET,1st Owner,2020,,HTK+ 1.5 D AT,"7,375 km",Diesel,"₹11,80,499",cars24.com,https://www.cars24.com/buy-used-KIA-SONET-2020-cars-New-Delhi-1162195041/
1174, Maruti IGNIS,2nd Owner,2018,Manual,DELTA 1.2 K12 Manual,"30,591 km",Petrol,"₹4,29,999",cars24.com,https://www.cars24.com/buy-used-Maruti-IGNIS-2018-cars-Faridabad-1000766143/
1175, Maruti Wagon R 1.0,1st Owner,2017,Manual,VXI Manual,"38,574 km",Diesel,"₹3,70,999",cars24.com,https://www.cars24.com/buy-used-Maruti-Wagon-R-1.0-2017-cars-Noida-1007027007/
1176, Hyundai Grand i10,3rd Owner,2017,Manual,ASTA 1.2 CRDI Manual,"35,604 km",Petrol,"₹3,98,699",cars24.com,https://www.cars24.com/buy-used-Hyundai-Grand-i10-2017-cars-Gurgaon-1121072220/
1177, Maruti Alto K10,1st Owner,2017,Manual,VXI Manual,"38,602 km",Petrol,"₹3,21,099",cars24.com,https://www.cars24.com/buy-used-Maruti-Alto-K10-2017-cars-New-Delhi-1008591208/
1178, Maruti Wagon R 1.0,1st Owner,2017,Manual,VXI Manual,"37,229 km",Petrol,"₹3,63,599",cars24.com,https://www.cars24.com/buy-used-Maruti-Wagon-R-1.0-2017-cars-Gurgaon-1014872049/
