,CarName,Owner,YearofPurchase,Transmission,Model,Distance,Fuel,Price,website,Product_url
0,Hyundai Elantra (2013),1st,2013,MANUAL,1.6 SX Option,88147.0 KM,DIESEL,"₹ 5,90,000",olx.in,https://www.olx.in/item/hyundai-elantra-16-sx-option-2013-diesel-iid-1653911468
1,Hyundai Xcent (2016),1st,2016,MANUAL,1.2 CRDi SX,59000.0 KM,DIESEL,"₹ 5,25,000",olx.in,https://www.olx.in/item/hyundai-xcent-12-crdi-sx-2016-diesel-iid-1653422185
2,Maruti Suzuki Alto K10 (2011),1st,2011,MANUAL,VXI,68000.0 KM,PETROL,"₹ 2,15,000",olx.in,https://www.olx.in/item/maruti-suzuki-alto-k10-vxi-2011-petrol-iid-1654607417
3,Honda City (2014),Second,2014,MANUAL,2014-2015 i VTEC V,56553 KM,PETROL,"₹ 5,75,000",olx.in,https://www.olx.in/item/honda-city-with-excellent-condition-service-history-maintained-iid-1611816626
4,Renault Duster (2016),First,2016,MANUAL,85PS Diesel RxS,50509 KM,DIESEL,"₹ 6,00,000",olx.in,https://www.olx.in/item/renault-duster-2016-diesel-good-condition-iid-1641998027
5,Maruti Suzuki Ritz (2015),2nd,2015,MANUAL,VDi,"82,000 KM",DIESEL,"₹ 3,60,000",olx.in,https://www.olx.in/item/maruti-suzuki-ritz-2015-diesel-well-maintained-iid-1656672152
6,Maruti Suzuki Swift (2015),2nd,2015,MANUAL,VDI,65000.0 KM,DIESEL,"₹ 5,05,000",olx.in,https://www.olx.in/item/maruti-suzuki-swift-vdi-2015-diesel-iid-1656672119
7,Honda Amaze (2015),1st,2015,MANUAL,1.2 SMT I VTEC,72000.0 KM,PETROL,"₹ 4,50,000",olx.in,https://www.olx.in/item/honda-amaze-12-smt-i-vtec-2015-petrol-iid-1656672077
8,Chevrolet Tavera (2006),3rd,2006,MANUAL,NY Elite LS - B3 7-Seater - BS III,20 KM,DIESEL,"₹ 1,80,000",olx.in,https://www.olx.in/item/tavera-p7-bs111-iid-1656672054
9,Maruti Suzuki Wagon R 1.0 (2007),2nd,2007,MANUAL,1.0 LXi,95000.0 KM,LPG,"₹ 1,45,000",olx.in,https://www.olx.in/item/maruti-suzuki-wagon-r-10-lxi-2007-lpg-iid-1656672030
10,Ambassador Ambassador (2015),--,2015,MANUAL,Avigo 1800 ISZ MPFI AC,0.0 KM,--,"₹ 30,000",olx.in,https://www.olx.in/item/ambassador-avigo-1800-isz-mpfi-ac-2015-iid-1656672022
11,Maruti Suzuki Alto 800 (2019),1st,2019,MANUAL,LXI,"32,000 KM",PETROL,"₹ 3,10,000",olx.in,https://www.olx.in/item/maruti-suzuki-alto-800-2019-petrol-32000-km-driven-iid-1656672016
12,Chevrolet Captiva (2011),1st,2011,MANUAL,LTZ AWD Xtreme,100000.0 KM,DIESEL,"₹ 6,00,000",olx.in,https://www.olx.in/item/chevrolet-captiva-ltz-awd-xtreme-2011-diesel-iid-1655795192
13,Audi Q5 (2018),1st,2018,MANUAL,35TDI Technology,35000.0 KM,DIESEL,"₹ 44,00,000",olx.in,https://www.olx.in/item/audi-q5-35tdi-technology-2018-diesel-iid-1655882978
14,Mahindra Scorpio (2018),1st,2018,MANUAL,S3,"75,000 KM",DIESEL,"₹ 9,50,000",olx.in,https://www.olx.in/item/good-conditions-iid-1656671905
15,Renault Duster (2018),1st,2018,MANUAL,110PS Diesel RxZ AMT,50000.0 KM,DIESEL,"₹ 9,00,000",olx.in,https://www.olx.in/item/renault-duster-110ps-diesel-rxz-amt-2018-diesel-iid-1655880443
16,Tata Indigo Ecs (2010),2nd,2010,MANUAL,2008-2012 LX (TDI) BS III,120 KM,DIESEL,"₹ 1,25,000",olx.in,https://www.olx.in/item/tata-indigo-ecs-2010-diesel-120-km-driven-iid-1656671895
17,Toyota Qualis (2003),4th,2003,MANUAL,GST D3,"150,000 KM",DIESEL,"₹ 1,10,000",olx.in,https://www.olx.in/item/toyota-qualis-2003-iid-1656671893
18,Hyundai Elite I20 (2016),1st,2016,MANUAL,Sportz Plus Diesel,100000.0 KM,DIESEL,"₹ 5,50,000",olx.in,https://www.olx.in/item/hyundai-elite-i20-sportz-plus-diesel-2016-diesel-iid-1655881514
19,Hyundai Santro Xing (2003),3rd,2003,MANUAL,XG eRLX Euro III,"100,000 KM",LPG,"₹ 1,10,000",olx.in,https://www.olx.in/item/hyundai-santro-xing-2003-lpgpetrol-100000-km-driven-iid-1656671850
20,Honda City (2015),1st,2015,MANUAL,2014-2015 V MT,95000.0 KM,DIESEL,"₹ 6,40,000",olx.in,https://www.olx.in/item/honda-city-2014-2015-v-mt-2015-diesel-iid-1628453029
21,Toyota Innova (2005),1st,2005,MANUAL,2.5 V 7 STR,227000.0 KM,DIESEL,"₹ 3,50,000",olx.in,https://www.olx.in/item/toyota-innova-25-v-7-str-2005-diesel-iid-1653134374
22,Maruti Suzuki Swift (2017),1st,2017,MANUAL,VDI,48.0 KM,DIESEL,"₹ 5,00,900",olx.in,https://www.olx.in/item/maruti-suzuki-swift-vdi-2017-diesel-iid-1656214171
23,Volkswagen Jetta (2008),First,2008,MANUAL,1.9 TDI Trendline,150026 KM,DIESEL,"₹ 4,05,000",olx.in,https://www.olx.in/item/volkswagen-jetta-2008-good-condition-iid-1651725667
24,Nissan Sunny (2015),First,2015,MANUAL,2014-2016 Diesel XV,120000 KM,DIESEL,"₹ 3,25,000",olx.in,https://www.olx.in/item/nissan-sunny-2015-diesel-iid-1656619749
25,Tata Tiago (2018),1st,2018,MANUAL,XZ,"66,000 KM",PETROL,"₹ 4,95,000",olx.in,https://www.olx.in/item/tata-tiago-2018-petrol-xz-top-iid-1656671848
26,Mahindra Thar (2012),2nd,2012,MANUAL,2010-2015 4X4,"19,500 KM",DIESEL,"₹ 6,00,000",olx.in,https://www.olx.in/item/mahindra-thar-diesel-good-condition-iid-1656671837
27,Bmw 5 Series (2011),1st,2011,MANUAL,525d Sedan,71000.0 KM,DIESEL,"₹ 13,00,000",olx.in,https://www.olx.in/item/bmw-5-series-525d-sedan-2011-diesel-iid-1656671828
28,Renault Duster (2014),3rd,2014,MANUAL,110PS Diesel RxZ,"60,000 KM",DIESEL,"₹ 5,50,000",olx.in,https://www.olx.in/item/renault-duster-2014-diesel-iid-1656671822
29,Maruti Suzuki Alto K10 (2017),1st,2017,MANUAL,K10 VXi (O),35000.0 KM,PETROL,"₹ 3,25,000",olx.in,https://www.olx.in/item/maruti-suzuki-alto-k10-vxi-o-2017-petrol-iid-1655882258
30,Maruti Suzuki Wagon R (2005),2nd,2005,MANUAL,1999-2006 LXI BSII,"90,000 KM",CNG & HYBRIDS,"₹ 73,000",olx.in,https://www.olx.in/item/maruti-suzuki-wagon-r-2005-cng-hybrids-90000-km-driven-iid-1656671798
31,Hyundai Santro (2010),2nd,2010,MANUAL,LS,"80,000 KM",PETROL,"₹ 1,15,000",olx.in,https://www.olx.in/item/hundai-santro-best-condition-iid-1656671790
32,Ford Figo (2010),3rd,2010,MANUAL,1.2P Titanium MT,"83,555 KM",PETROL,"₹ 1,99,000",olx.in,https://www.olx.in/item/ford-figo-2010-iid-1656671770
33,Volkswagen Polo (2015),1st,2015,MANUAL,GT TSI,50000.0 KM,PETROL,"₹ 7,00,000",olx.in,https://www.olx.in/item/volkswagen-polo-gt-tsi-2015-petrol-iid-1655959085
34,Maruti Suzuki Ciaz (2017),1st,2017,MANUAL,2014-2017 VDi Plus SHVS,35000.0 KM,DIESEL,"₹ 7,50,000",olx.in,https://www.olx.in/item/maruti-suzuki-ciaz-2014-2017-vdi-plus-shvs-2017-diesel-iid-1656144510
35,Bmw 3 Series Gt (2012),1st,2012,MANUAL,320d GT Luxury Line,52000.0 KM,DIESEL,"₹ 7,50,000",olx.in,https://www.olx.in/item/bmw-3-series-gt-320d-luxury-line-2012-diesel-iid-1653057151
36,Tata Indigo Ecs (2016),1st,2016,MANUAL,eCS GLS,"172,000 KM",CNG & HYBRIDS,"₹ 1,20,000",olx.in,https://www.olx.in/item/tata-indigo-ecs-2016-cng-hybrids-well-maintained-iid-1656671708
37,,,2013,,,,,,olx.in,https://www.olx.in/item/rent-for-builders-iid-1656671696
38,Hyundai Eon (2013),1st,2015,MANUAL,D Lite Plus,"130,000 KM",PETROL,"₹ 1,95,000",olx.in,https://www.olx.in/item/good-condition-competing-to-any-car-in-road-iid-1656671690
39,Bmw X3 (2015),1st,2013,MANUAL,,75000.0 KM,--,"₹ 19,51,000",olx.in,https://www.olx.in/item/bmw-x3-2015-iid-1653060946
40,Hyundai Elantra (2013),1st,2016,MANUAL,1.6 SX Option,88147.0 KM,DIESEL,"₹ 5,90,000",olx.in,https://www.olx.in/item/hyundai-elantra-16-sx-option-2013-diesel-iid-1653911468
41,Hyundai Xcent (2016),1st,2011,MANUAL,1.2 CRDi SX,59000.0 KM,DIESEL,"₹ 5,25,000",olx.in,https://www.olx.in/item/hyundai-xcent-12-crdi-sx-2016-diesel-iid-1653422185
42,Maruti Suzuki Alto K10 (2011),1st,2014,MANUAL,VXI,68000.0 KM,PETROL,"₹ 2,15,000",olx.in,https://www.olx.in/item/maruti-suzuki-alto-k10-vxi-2011-petrol-iid-1654607417
43,Honda City (2014),Second,2016,MANUAL,2014-2015 i VTEC V,56553 KM,PETROL,"₹ 5,75,000",olx.in,https://www.olx.in/item/honda-city-with-excellent-condition-service-history-maintained-iid-1611816626
44,Renault Duster (2016),First,2015,MANUAL,85PS Diesel RxS,50509 KM,DIESEL,"₹ 6,00,000",olx.in,https://www.olx.in/item/renault-duster-2016-diesel-good-condition-iid-1641998027
45,Maruti Suzuki Ritz (2015),2nd,2015,MANUAL,VDi,"82,000 KM",DIESEL,"₹ 3,60,000",olx.in,https://www.olx.in/item/maruti-suzuki-ritz-2015-diesel-well-maintained-iid-1656672152
46,Maruti Suzuki Swift (2015),2nd,2015,MANUAL,VDI,65000.0 KM,DIESEL,"₹ 5,05,000",olx.in,https://www.olx.in/item/maruti-suzuki-swift-vdi-2015-diesel-iid-1656672119
47,Honda Amaze (2015),1st,2006,MANUAL,1.2 SMT I VTEC,72000.0 KM,PETROL,"₹ 4,50,000",olx.in,https://www.olx.in/item/honda-amaze-12-smt-i-vtec-2015-petrol-iid-1656672077
48,Chevrolet Tavera (2006),3rd,2007,MANUAL,NY Elite LS - B3 7-Seater - BS III,20 KM,DIESEL,"₹ 1,80,000",olx.in,https://www.olx.in/item/tavera-p7-bs111-iid-1656672054
49,Maruti Suzuki Wagon R 1.0 (2007),2nd,2015,MANUAL,1.0 LXi,95000.0 KM,LPG,"₹ 1,45,000",olx.in,https://www.olx.in/item/maruti-suzuki-wagon-r-10-lxi-2007-lpg-iid-1656672030
50,Ambassador Ambassador (2015),--,2019,MANUAL,Avigo 1800 ISZ MPFI AC,0.0 KM,--,"₹ 30,000",olx.in,https://www.olx.in/item/ambassador-avigo-1800-isz-mpfi-ac-2015-iid-1656672022
51,Maruti Suzuki Alto 800 (2019),1st,2011,MANUAL,LXI,"32,000 KM",PETROL,"₹ 3,10,000",olx.in,https://www.olx.in/item/maruti-suzuki-alto-800-2019-petrol-32000-km-driven-iid-1656672016
52,Chevrolet Captiva (2011),1st,2018,MANUAL,LTZ AWD Xtreme,100000.0 KM,DIESEL,"₹ 6,00,000",olx.in,https://www.olx.in/item/chevrolet-captiva-ltz-awd-xtreme-2011-diesel-iid-1655795192
53,Audi Q5 (2018),1st,2018,MANUAL,35TDI Technology,35000.0 KM,DIESEL,"₹ 44,00,000",olx.in,https://www.olx.in/item/audi-q5-35tdi-technology-2018-diesel-iid-1655882978
54,Mahindra Scorpio (2018),1st,2018,MANUAL,S3,"75,000 KM",DIESEL,"₹ 9,50,000",olx.in,https://www.olx.in/item/good-conditions-iid-1656671905
55,Renault Duster (2018),1st,2010,MANUAL,110PS Diesel RxZ AMT,50000.0 KM,DIESEL,"₹ 9,00,000",olx.in,https://www.olx.in/item/renault-duster-110ps-diesel-rxz-amt-2018-diesel-iid-1655880443
56,Tata Indigo Ecs (2010),2nd,2003,MANUAL,2008-2012 LX (TDI) BS III,120 KM,DIESEL,"₹ 1,25,000",olx.in,https://www.olx.in/item/tata-indigo-ecs-2010-diesel-120-km-driven-iid-1656671895
57,Toyota Qualis (2003),4th,2016,MANUAL,GST D3,"150,000 KM",DIESEL,"₹ 1,10,000",olx.in,https://www.olx.in/item/toyota-qualis-2003-iid-1656671893
58,Hyundai Elite I20 (2016),1st,2003,MANUAL,Sportz Plus Diesel,100000.0 KM,DIESEL,"₹ 5,50,000",olx.in,https://www.olx.in/item/hyundai-elite-i20-sportz-plus-diesel-2016-diesel-iid-1655881514
59,Hyundai Santro Xing (2003),3rd,2015,MANUAL,XG eRLX Euro III,"100,000 KM",LPG,"₹ 1,10,000",olx.in,https://www.olx.in/item/hyundai-santro-xing-2003-lpgpetrol-100000-km-driven-iid-1656671850
60,Honda City (2015),1st,2005,MANUAL,2014-2015 V MT,95000.0 KM,DIESEL,"₹ 6,40,000",olx.in,https://www.olx.in/item/honda-city-2014-2015-v-mt-2015-diesel-iid-1628453029
61,Toyota Innova (2005),1st,2017,MANUAL,2.5 V 7 STR,227000.0 KM,DIESEL,"₹ 3,50,000",olx.in,https://www.olx.in/item/toyota-innova-25-v-7-str-2005-diesel-iid-1653134374
62,Maruti Suzuki Swift (2017),1st,2008,MANUAL,VDI,48.0 KM,DIESEL,"₹ 5,00,900",olx.in,https://www.olx.in/item/maruti-suzuki-swift-vdi-2017-diesel-iid-1656214171
63,Volkswagen Jetta (2008),First,2015,MANUAL,1.9 TDI Trendline,150026 KM,DIESEL,"₹ 4,05,000",olx.in,https://www.olx.in/item/volkswagen-jetta-2008-good-condition-iid-1651725667
64,Nissan Sunny (2015),First,2018,MANUAL,2014-2016 Diesel XV,120000 KM,DIESEL,"₹ 3,25,000",olx.in,https://www.olx.in/item/nissan-sunny-2015-diesel-iid-1656619749
65,Tata Tiago (2018),1st,2012,MANUAL,XZ,"66,000 KM",PETROL,"₹ 4,95,000",olx.in,https://www.olx.in/item/tata-tiago-2018-petrol-xz-top-iid-1656671848
66,Mahindra Thar (2012),2nd,2011,MANUAL,2010-2015 4X4,"19,500 KM",DIESEL,"₹ 6,00,000",olx.in,https://www.olx.in/item/mahindra-thar-diesel-good-condition-iid-1656671837
67,Bmw 5 Series (2011),1st,2014,MANUAL,525d Sedan,71000.0 KM,DIESEL,"₹ 13,00,000",olx.in,https://www.olx.in/item/bmw-5-series-525d-sedan-2011-diesel-iid-1656671828
68,Renault Duster (2014),3rd,2017,MANUAL,110PS Diesel RxZ,"60,000 KM",DIESEL,"₹ 5,50,000",olx.in,https://www.olx.in/item/renault-duster-2014-diesel-iid-1656671822
69,Maruti Suzuki Alto K10 (2017),1st,2005,MANUAL,K10 VXi (O),35000.0 KM,PETROL,"₹ 3,25,000",olx.in,https://www.olx.in/item/maruti-suzuki-alto-k10-vxi-o-2017-petrol-iid-1655882258
70,Maruti Suzuki Wagon R (2005),2nd,2010,MANUAL,1999-2006 LXI BSII,"90,000 KM",CNG & HYBRIDS,"₹ 73,000",olx.in,https://www.olx.in/item/maruti-suzuki-wagon-r-2005-cng-hybrids-90000-km-driven-iid-1656671798
71,Hyundai Santro (2010),2nd,2010,MANUAL,LS,"80,000 KM",PETROL,"₹ 1,15,000",olx.in,https://www.olx.in/item/hundai-santro-best-condition-iid-1656671790
72,Ford Figo (2010),3rd,2015,MANUAL,1.2P Titanium MT,"83,555 KM",PETROL,"₹ 1,99,000",olx.in,https://www.olx.in/item/ford-figo-2010-iid-1656671770
73,Volkswagen Polo (2015),1st,2017,MANUAL,GT TSI,50000.0 KM,PETROL,"₹ 7,00,000",olx.in,https://www.olx.in/item/volkswagen-polo-gt-tsi-2015-petrol-iid-1655959085
74,Maruti Suzuki Ciaz (2017),1st,2012,MANUAL,2014-2017 VDi Plus SHVS,35000.0 KM,DIESEL,"₹ 7,50,000",olx.in,https://www.olx.in/item/maruti-suzuki-ciaz-2014-2017-vdi-plus-shvs-2017-diesel-iid-1656144510
75,Bmw 3 Series Gt (2012),1st,2016,MANUAL,320d GT Luxury Line,52000.0 KM,DIESEL,"₹ 13,50,000",olx.in,https://www.olx.in/item/bmw-3-series-gt-320d-luxury-line-2012-diesel-iid-1653057151
76,Tata Indigo Ecs (2016),1st,2013,MANUAL,eCS GLS,"172,000 KM",CNG & HYBRIDS,"₹ 1,20,000",olx.in,https://www.olx.in/item/tata-indigo-ecs-2016-cng-hybrids-well-maintained-iid-1656671708
77,,,2015,,,,,,olx.in,https://www.olx.in/item/rent-for-builders-iid-1656671696
78,Hyundai Eon (2013),1st,2013,MANUAL,D Lite Plus,"130,000 KM",PETROL,"₹ 1,95,000",olx.in,https://www.olx.in/item/good-condition-competing-to-any-car-in-road-iid-1656671690
79,Bmw X3 (2015),1st,2016,MANUAL,,75000.0 KM,--,"₹ 19,51,000",olx.in,https://www.olx.in/item/bmw-x3-2015-iid-1653060946
80,Toyota Etios Liva (2013),2nd,2016,MANUAL,1.4 GD,57700.0 KM,DIESEL,"₹ 3,51,000",olx.in,https://www.olx.in/item/toyota-etios-liva-14-gd-2013-diesel-iid-1649592491
81,Maruti Suzuki Baleno (2016),--,2017,MANUAL,,45695.0 KM,PETROL,"₹ 4,55,000",olx.in,https://www.olx.in/item/maruti-suzuki-baleno-2016-petrol-iid-1656308699
82,Hyundai Elite I20 (2016),1st,2017,MANUAL,Magna 1.2,60610.0 KM,PETROL,"₹ 5,10,000",olx.in,https://www.olx.in/item/hyundai-elite-i20-magna-12-2016-petrol-iid-1646350397
83,Maruti Suzuki Wagon R (2017),Second,2003,MANUAL,LXI CNG Avance Edition,120000 KM,PETROL,"₹ 2,85,000",olx.in,https://www.olx.in/item/maruti-suzuki-wagon-r-2017-petrol-iid-1656617332
84,Mahindra Thar (2017),First,2018,MANUAL,CRDe,37638 KM,DIESEL,"₹ 8,00,000",olx.in,https://www.olx.in/item/mahindra-thar-2017-diesel-well-maintained-iid-1530803729
85,Hyundai Santro Xing (2003),3rd,2012,MANUAL,XG eRLX Euro III,"100,000 KM",LPG,"₹ 1,10,000",olx.in,https://www.olx.in/item/hyundai-santro-xing-2003-lpgpetrol-100000-km-driven-iid-1656671850
86,Tata Tiago (2018),1st,2011,MANUAL,XZ,"66,000 KM",PETROL,"₹ 4,95,000",olx.in,https://www.olx.in/item/tata-tiago-2018-petrol-xz-top-iid-1656671848
87,Mahindra Thar (2012),2nd,2014,MANUAL,2010-2015 4X4,"19,500 KM",DIESEL,"₹ 6,00,000",olx.in,https://www.olx.in/item/mahindra-thar-diesel-good-condition-iid-1656671837
88,Bmw 5 Series (2011),1st,2017,MANUAL,525d Sedan,71000.0 KM,DIESEL,"₹ 13,00,000",olx.in,https://www.olx.in/item/bmw-5-series-525d-sedan-2011-diesel-iid-1656671828
89,Renault Duster (2014),3rd,2010,MANUAL,110PS Diesel RxZ,"60,000 KM",DIESEL,"₹ 5,50,000",olx.in,https://www.olx.in/item/renault-duster-2014-diesel-iid-1656671822
90,Maruti Suzuki Alto K10 (2017),1st,2010,MANUAL,K10 VXi (O),35000.0 KM,PETROL,"₹ 3,25,000",olx.in,https://www.olx.in/item/maruti-suzuki-alto-k10-vxi-o-2017-petrol-iid-1655882258
91,,,2015,,,,,,olx.in,https://www.olx.in/item/maruti-suzuki-wagon-r-2005-cng-hybrids-90000-km-driven-iid-1656671798
92,Hyundai Santro (2010),2nd,2017,MANUAL,LS,"80,000 KM",PETROL,"₹ 1,15,000",olx.in,https://www.olx.in/item/hundai-santro-best-condition-iid-1656671790
93,Ford Figo (2010),3rd,2012,MANUAL,1.2P Titanium MT,"83,555 KM",PETROL,"₹ 1,99,000",olx.in,https://www.olx.in/item/ford-figo-2010-iid-1656671770
94,Volkswagen Polo (2015),1st,2016,MANUAL,GT TSI,50000.0 KM,PETROL,"₹ 7,00,000",olx.in,https://www.olx.in/item/volkswagen-polo-gt-tsi-2015-petrol-iid-1655959085
95,Maruti Suzuki Ciaz (2017),1st,2013,MANUAL,2014-2017 VDi Plus SHVS,35000.0 KM,DIESEL,"₹ 7,50,000",olx.in,https://www.olx.in/item/maruti-suzuki-ciaz-2014-2017-vdi-plus-shvs-2017-diesel-iid-1656144510
96,Bmw 3 Series Gt (2012),1st,2015,MANUAL,320d GT Luxury Line,52000.0 KM,DIESEL,"₹ 13,50,000",olx.in,https://www.olx.in/item/bmw-3-series-gt-320d-luxury-line-2012-diesel-iid-1653057151
97,Tata Indigo Ecs (2016),1st,2013,MANUAL,eCS GLS,"172,000 KM",CNG & HYBRIDS,"₹ 1,20,000",olx.in,https://www.olx.in/item/tata-indigo-ecs-2016-cng-hybrids-well-maintained-iid-1656671708
98,,,2010,,,,,,olx.in,https://www.olx.in/item/rent-for-builders-iid-1656671696
99,Hyundai Eon (2013),1st,2014,AUTOMATIC,D Lite Plus,"130,000 KM",PETROL,"₹ 1,95,000",olx.in,https://www.olx.in/item/good-condition-competing-to-any-car-in-road-iid-1656671690
100,Maruti Suzuki Swift (2015),1st,2011,MANUAL,VDI,51300.0 KM,DIESEL,"₹ 5,80,000",olx.in,https://www.olx.in/item/maruti-suzuki-swift-vdi-2015-diesel-iid-1624883812
101,Toyota Innova (2013),1st,2015,MANUAL,2.5 G (Diesel) 8 Seater,230000.0 KM,DIESEL,"₹ 7,50,000",olx.in,https://www.olx.in/item/toyota-innova-25-g-diesel-8-seater-2013-diesel-iid-1654860135
102,Hyundai I20 (2010),1st,2007,MANUAL,1.4 Asta,124000.0 KM,DIESEL,"₹ 3,65,000",olx.in,https://www.olx.in/item/hyundai-i20-14-asta-2010-diesel-iid-1652123264
103,Ford Ecosport (2014),First,2007,MANUAL,2013-2015 1.5 DV5 MT Titanium Optional,58523 KM,DIESEL,"₹ 5,50,000",olx.in,https://www.olx.in/item/ford-ecosport-2014december-diesel-58000-km-driven-iid-1655136899
104,Ford Fiesta Classic (2011),First,2018,MANUAL,1.4 Duratorq CLXI,84466 KM,DIESEL,"₹ 2,20,000",olx.in,https://www.olx.in/item/ford-fiesta-classic-2012-diesel-84000-km-driven-good-condition-iid-1651684807
105,Bmw X3 (2015),1st,2017,MANUAL,,75000.0 KM,--,"₹ 19,51,000",olx.in,https://www.olx.in/item/bmw-x3-2015-iid-1653060946
106,Chevrolet Spark (2007),--,2011,MANUAL,2007-2012 1.0 LT,92000.0 KM,PETROL,"₹ 1,25,000",olx.in,https://www.olx.in/item/chevrolet-spark-2007-2012-10-lt-2007-petrol-iid-1656671680
107,Maruti Suzuki Wagon R (2007),2nd,2018,MANUAL,LXI,18 KM,CNG & HYBRIDS,"₹ 70,000",olx.in,https://www.olx.in/item/wagon-r-deo-iid-1656671679
108,Volkswagen Polo (2018),1st,2012,MANUAL,1.2 MPI Anniversary Edition,16000.0 KM,PETROL,"₹ 6,55,000",olx.in,https://www.olx.in/item/volkswagen-polo-12-mpi-anniversary-edition-2018-petrol-iid-1656671678
109,Hyundai Elite I20 (2017),1st,2017,MANUAL,Sportz 1.2,"39,000 KM",PETROL,"₹ 6,54,040",olx.in,https://www.olx.in/item/hyundai-elite-i20-2017-petrol-well-maintained-vip-number-iid-1656671677
110,Toyota Etios (2011),4th,2018,MANUAL,2010-2012 G,"65,000 KM",PETROL,"₹ 3,50,000",olx.in,https://www.olx.in/item/toyota-etios-2011-petrol-good-condition-iid-1656671665
111,Maruti Suzuki Baleno (2018),2nd,2006,MANUAL,1.3 Delta,"75,000 KM",CNG & HYBRIDS,"₹ 5,25,000",olx.in,https://www.olx.in/item/maruti-suzuki-baleno-2018-cng-hybrids-75000-km-driven-iid-1656671657
112,Toyota Innova (2012),2nd,2019,MANUAL,2.5 V 7 STR,93000.0 KM,DIESEL,"₹ 9,45,000",olx.in,https://www.olx.in/item/toyota-innova-25-v-7-str-2012-diesel-iid-1656671651
113,Maruti Suzuki Omni (2017),2nd,2018,MANUAL,Others,"35,000 KM",PETROL,"₹ 2,80,000",olx.in,https://www.olx.in/item/maruti-suzuki-omni-van-2017-in-excellent-condition-iid-1656671649
114,Maruti Suzuki Vitara Brezza (2018),1st,2011,MANUAL,VDi,40000.0 KM,DIESEL,"₹ 8,75,000",olx.in,https://www.olx.in/item/maruti-suzuki-vitara-brezza-vdi-2018-diesel-iid-1653121405
115,Toyota Innova (2006),2nd,2008,MANUAL,2.5 G (Diesel) 7 Seater BS-IV,"106,621 KM",DIESEL,"₹ 3,50,000",olx.in,https://www.olx.in/item/toyota-innova-2006-good-condition-less-km-driven-used-for-home-use-iid-1645875146
116,Jeep Compass (2019),1st,2013,MANUAL,1.4 Limited Plus,80000.0 KM,DIESEL,"₹ 19,00,000",olx.in,https://www.olx.in/item/jeep-compass-14-limited-plus-2019-diesel-iid-1653361143
117,Tata Xenon Xt (2018),1st,2016,MANUAL,EX 4X2,"78,000 KM",DIESEL,"₹ 4,60,000",olx.in,https://www.olx.in/item/tata-xenon-xt-2018-iid-1656671589
118,Hyundai Santro Xing (2011),1st,2011,MANUAL,GL Plus,"37,000 KM",PETROL,"₹ 2,71,000",olx.in,https://www.olx.in/item/hyundai-santro-xing-2011-petrol-37000-km-driven-full-insurance-2022-iid-1656671583
119,Maruti Suzuki Swift Dzire (2008),2nd,2014,MANUAL,LDI,88000.0 KM,DIESEL,"₹ 2,15,000",olx.in,https://www.olx.in/item/maruti-suzuki-swift-dzire-ldi-2008-diesel-iid-1656671570
120,Hyundai Elantra (2013),1st,2016,MANUAL,1.6 SX Option,88147.0 KM,DIESEL,"₹ 5,90,000",olx.in,https://www.olx.in/item/hyundai-elantra-16-sx-option-2013-diesel-iid-1653911468
121,Hyundai Xcent (2016),1st,2015,MANUAL,1.2 CRDi SX,59000.0 KM,DIESEL,"₹ 5,25,000",olx.in,https://www.olx.in/item/hyundai-xcent-12-crdi-sx-2016-diesel-iid-1653422185
122,Maruti Suzuki Alto K10 (2011),1st,2015,MANUAL,VXI,68000.0 KM,PETROL,"₹ 2,15,000",olx.in,https://www.olx.in/item/maruti-suzuki-alto-k10-vxi-2011-petrol-iid-1654607417
123,Honda City (2014),Second,2015,MANUAL,2014-2015 i VTEC V,56553 KM,PETROL,"₹ 5,75,000",olx.in,https://www.olx.in/item/honda-city-with-excellent-condition-service-history-maintained-iid-1611816626
124,Renault Duster (2016),First,2006,MANUAL,85PS Diesel RxS,50509 KM,DIESEL,"₹ 6,00,000",olx.in,https://www.olx.in/item/renault-duster-2016-diesel-good-condition-iid-1641998027
125,Maruti Suzuki Ritz (2015),2nd,2007,MANUAL,VDi,"82,000 KM",DIESEL,"₹ 3,60,000",olx.in,https://www.olx.in/item/maruti-suzuki-ritz-2015-diesel-well-maintained-iid-1656672152
126,Maruti Suzuki Swift (2015),2nd,2015,MANUAL,VDI,65000.0 KM,DIESEL,"₹ 5,05,000",olx.in,https://www.olx.in/item/maruti-suzuki-swift-vdi-2015-diesel-iid-1656672119
127,Honda Amaze (2015),1st,2019,MANUAL,1.2 SMT I VTEC,72000.0 KM,PETROL,"₹ 4,50,000",olx.in,https://www.olx.in/item/honda-amaze-12-smt-i-vtec-2015-petrol-iid-1656672077
128,Chevrolet Tavera (2006),3rd,2011,MANUAL,NY Elite LS - B3 7-Seater - BS III,20 KM,DIESEL,"₹ 1,80,000",olx.in,https://www.olx.in/item/tavera-p7-bs111-iid-1656672054
129,Maruti Suzuki Wagon R 1.0 (2007),2nd,2018,MANUAL,1.0 LXi,95000.0 KM,LPG,"₹ 1,45,000",olx.in,https://www.olx.in/item/maruti-suzuki-wagon-r-10-lxi-2007-lpg-iid-1656672030
130,Ambassador Ambassador (2015),--,2018,MANUAL,Avigo 1800 ISZ MPFI AC,0.0 KM,--,"₹ 30,000",olx.in,https://www.olx.in/item/ambassador-avigo-1800-isz-mpfi-ac-2015-iid-1656672022
